GEOID,checkpoint_year,poverty,income,child_population,income_definition
0401810,2012,44.9,33824.0,2463.0,"median family income, families with own children under 18 (B19125_002E)"
0401870,2012,12.0,86252.0,61805.0,"median family income, families with own children under 18 (B19125_002E)"
0401940,2012,42.5,33490.0,6716.0,"median family income, families with own children under 18 (B19125_002E)"
0402110,2012,8.7,54141.0,732.0,"median family income, families with own children under 18 (B19125_002E)"
0402320,2012,23.7,54028.0,11497.0,"median family income, families with own children under 18 (B19125_002E)"
0402530,2012,39.1,31134.0,5817.0,"median family income, families with own children under 18 (B19125_002E)"
0402600,2012,47.0,38750.0,596.0,"median family income, families with own children under 18 (B19125_002E)"
0402690,2012,15.1,61728.0,47800.0,"median family income, families with own children under 18 (B19125_002E)"
0402860,2012,23.6,58055.0,19937.0,"median family income, families with own children under 18 (B19125_002E)"
0402920,2012,17.1,56759.0,18865.0,"median family income, families with own children under 18 (B19125_002E)"
0403010,2012,34.8,29141.0,6821.0,"median family income, families with own children under 18 (B19125_002E)"
0403040,2012,9.7,89720.0,3199.0,"median family income, families with own children under 18 (B19125_002E)"
0403080,2012,10.4,39448.0,599.0,"median family income, families with own children under 18 (B19125_002E)"
0403150,2012,14.6,50996.0,1456.0,"median family income, families with own children under 18 (B19125_002E)"
0403200,2012,51.2,28281.0,1892.0,"median family income, families with own children under 18 (B19125_002E)"
0403290,2012,40.1,32417.0,2614.0,"median family income, families with own children under 18 (B19125_002E)"
0403310,2012,33.4,37639.0,718.0,"median family income, families with own children under 18 (B19125_002E)"
0403400,2012,9.1,80068.0,57333.0,"median family income, families with own children under 18 (B19125_002E)"
0403500,2012,29.4,50462.0,2232.0,"median family income, families with own children under 18 (B19125_002E)"
0403550,2012,39.1,31458.0,187.0,"median family income, families with own children under 18 (B19125_002E)"
0403730,2012,42.6,47969.0,305.0,"median family income, families with own children under 18 (B19125_002E)"
0403780,2012,7.1,79589.0,21729.0,"median family income, families with own children under 18 (B19125_002E)"
0403820,2012,39.8,36481.0,3157.0,"median family income, families with own children under 18 (B19125_002E)"
0403870,2012,22.0,43887.0,12616.0,"median family income, families with own children under 18 (B19125_002E)"
0403950,2012,55.5,17368.0,1737.0,"median family income, families with own children under 18 (B19125_002E)"
0403990,2012,10.5,56187.0,10784.0,"median family income, families with own children under 18 (B19125_002E)"
0404010,2012,33.2,56875.0,500.0,"median family income, families with own children under 18 (B19125_002E)"
0404060,2012,56.6,20410.0,3354.0,"median family income, families with own children under 18 (B19125_002E)"
0404280,2012,23.1,46157.0,10922.0,"median family income, families with own children under 18 (B19125_002E)"
0404410,2012,31.9,47778.0,686.0,"median family income, families with own children under 18 (B19125_002E)"
0404570,2012,30.9,45400.0,1583.0,"median family income, families with own children under 18 (B19125_002E)"
0404630,2012,12.1,71311.0,21601.0,"median family income, families with own children under 18 (B19125_002E)"
0404720,2012,7.4,68344.0,14014.0,"median family income, families with own children under 18 (B19125_002E)"
0404820,2012,29.7,36012.0,655.0,"median family income, families with own children under 18 (B19125_002E)"
0404970,2012,22.9,50121.0,108074.0,"median family income, families with own children under 18 (B19125_002E)"
0405030,2012,29.5,46908.0,1927.0,"median family income, families with own children under 18 (B19125_002E)"
0405320,2012,19.8,67112.0,1178.0,"median family income, families with own children under 18 (B19125_002E)"
0405460,2012,22.0,55714.0,2300.0,"median family income, families with own children under 18 (B19125_002E)"
0405530,2012,52.7,30139.0,6869.0,"median family income, families with own children under 18 (B19125_002E)"
0405820,2012,29.3,59844.0,4018.0,"median family income, families with own children under 18 (B19125_002E)"
0405930,2012,16.9,75986.0,57567.0,"median family income, families with own children under 18 (B19125_002E)"
0405980,2012,32.8,32196.0,2469.0,"median family income, families with own children under 18 (B19125_002E)"
0406070,2012,22.7,45227.0,3943.0,"median family income, families with own children under 18 (B19125_002E)"
0406120,2012,46.9,17083.0,282.0,"median family income, families with own children under 18 (B19125_002E)"
0406250,2012,13.0,69687.0,52265.0,"median family income, families with own children under 18 (B19125_002E)"
0406440,2012,17.1,55179.0,1580.0,"median family income, families with own children under 18 (B19125_002E)"
0406580,2012,23.8,49338.0,3661.0,"median family income, families with own children under 18 (B19125_002E)"
0406730,2012,16.0,51733.0,8421.0,"median family income, families with own children under 18 (B19125_002E)"
0406740,2012,49.4,35238.0,2332.0,"median family income, families with own children under 18 (B19125_002E)"
0406810,2012,8.1,87835.0,9204.0,"median family income, families with own children under 18 (B19125_002E)"
0406850,2012,13.2,64360.0,601.0,"median family income, families with own children under 18 (B19125_002E)"
0406870,2012,44.6,28125.0,2937.0,"median family income, families with own children under 18 (B19125_002E)"
0406960,2012,50.6,34706.0,1950.0,"median family income, families with own children under 18 (B19125_002E)"
0407130,2012,24.0,55167.0,2501.0,"median family income, families with own children under 18 (B19125_002E)"
0407170,2012,3.5,71382.0,2385.0,"median family income, families with own children under 18 (B19125_002E)"
0407240,2012,27.2,47443.0,4221.0,"median family income, families with own children under 18 (B19125_002E)"
0407300,2012,10.6,67542.0,8108.0,"median family income, families with own children under 18 (B19125_002E)"
0407430,2012,14.3,82386.0,119.0,"median family income, families with own children under 18 (B19125_002E)"
0407520,2012,24.8,49828.0,6683.0,"median family income, families with own children under 18 (B19125_002E)"
0407570,2012,12.6,98322.0,41466.0,"median family income, families with own children under 18 (B19125_002E)"
0407630,2012,0.0,44464.0,39.0,"median family income, families with own children under 18 (B19125_002E)"
0407700,2012,37.0,36468.0,3785.0,"median family income, families with own children under 18 (B19125_002E)"
0407750,2012,8.2,81140.0,65151.0,"median family income, families with own children under 18 (B19125_002E)"
0407820,2012,12.3,52934.0,4353.0,"median family income, families with own children under 18 (B19125_002E)"
0408020,2012,19.9,58750.0,1075.0,"median family income, families with own children under 18 (B19125_002E)"
0408080,2012,14.2,41779.0,914.0,"median family income, families with own children under 18 (B19125_002E)"
0408170,2012,44.3,30619.0,28450.0,"median family income, families with own children under 18 (B19125_002E)"
0408230,2012,33.3,51146.0,594.0,"median family income, families with own children under 18 (B19125_002E)"
0408280,2012,6.7,109038.0,2261.0,"median family income, families with own children under 18 (B19125_002E)"
0408410,2012,19.6,71354.0,2076.0,"median family income, families with own children under 18 (B19125_002E)"
0408600,2012,20.0,41375.0,1373.0,"median family income, families with own children under 18 (B19125_002E)"
0408680,2012,33.2,43676.0,5181.0,"median family income, families with own children under 18 (B19125_002E)"
0408800,2012,29.7,42434.0,105846.0,"median family income, families with own children under 18 (B19125_002E)"
0408850,2012,4.3,86364.0,14701.0,"median family income, families with own children under 18 (B19125_002E)"
0409160,2012,52.0,28656.0,4053.0,"median family income, families with own children under 18 (B19125_002E)"
0409190,2012,21.0,32188.0,1362.0,"median family income, families with own children under 18 (B19125_002E)"
0409250,2012,17.4,44397.0,1631.0,"median family income, families with own children under 18 (B19125_002E)"
0409310,2012,37.1,37606.0,1428.0,"median family income, families with own children under 18 (B19125_002E)"
0409430,2012,46.0,28698.0,3368.0,"median family income, families with own children under 18 (B19125_002E)"
0409460,2012,22.8,57424.0,3159.0,"median family income, families with own children under 18 (B19125_002E)"
0409733,2012,11.3,57164.0,1747.0,"median family income, families with own children under 18 (B19125_002E)"
0499997,2012,43.0,41917.0,3202.0,"median family income, families with own children under 18 (B19125_002E)"
0500001,2012,18.6,55403.0,2011.0,"median family income, families with own children under 18 (B19125_002E)"
0500006,2012,38.9,33902.0,2073.0,"median family income, families with own children under 18 (B19125_002E)"
0500009,2012,33.0,36343.0,1566.0,"median family income, families with own children under 18 (B19125_002E)"
0500012,2012,29.9,40104.0,905.0,"median family income, families with own children under 18 (B19125_002E)"
0500015,2012,11.4,62477.0,6108.0,"median family income, families with own children under 18 (B19125_002E)"
0500016,2012,18.6,41308.0,901.0,"median family income, families with own children under 18 (B19125_002E)"
0500017,2012,22.8,38472.0,5017.0,"median family income, families with own children under 18 (B19125_002E)"
0500019,2012,36.0,42688.0,4537.0,"median family income, families with own children under 18 (B19125_002E)"
0500020,2012,40.8,42159.0,874.0,"median family income, families with own children under 18 (B19125_002E)"
0500021,2012,28.2,41786.0,646.0,"median family income, families with own children under 18 (B19125_002E)"
0500023,2012,46.4,32200.0,2392.0,"median family income, families with own children under 18 (B19125_002E)"
0500026,2012,42.7,31002.0,7746.0,"median family income, families with own children under 18 (B19125_002E)"
0500028,2012,43.1,40151.0,2297.0,"median family income, families with own children under 18 (B19125_002E)"
0500029,2012,20.2,43713.0,1569.0,"median family income, families with own children under 18 (B19125_002E)"
0500030,2012,29.7,46167.0,533.0,"median family income, families with own children under 18 (B19125_002E)"
0500032,2012,21.8,57600.0,1091.0,"median family income, families with own children under 18 (B19125_002E)"
0500041,2012,16.5,53598.0,771.0,"median family income, families with own children under 18 (B19125_002E)"
0500042,2012,24.0,41042.0,2278.0,"median family income, families with own children under 18 (B19125_002E)"
0500043,2012,29.3,42941.0,5858.0,"median family income, families with own children under 18 (B19125_002E)"
0500044,2012,38.1,33750.0,4156.0,"median family income, families with own children under 18 (B19125_002E)"
0500045,2012,33.6,33333.0,1490.0,"median family income, families with own children under 18 (B19125_002E)"
