RFP_ID,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization
B-202406-82634,1,2,2,16,1,0,1,Classroom,3,1,2.5,820.22,1000,3120,5340.84,3,0,0,0,100.0,0.42
B-202406-15276,1,2,2,16,0,1,1,Boardroom,2,0,1.5,374.04,500,768,3341.83,4,0,0,0,100.0,0.43
B-202406-72111,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-82105,1,2,2,16,1,0,1,Classroom,2,0,2.0,2490.26,700,14859,20373.89,5,0,0,0,100.0,0.53
B-202406-86072,2,2,2,16,1,0,1,Theater,3,1,2.5,1863.34,1000,2100,4397.17,5,0,0,0,100.0,0.62
L-202406-10905,2,1,2,16,1,0,1,Classroom,0,0,0.07,2085.48,0,1058,2263.24,2,0,0,0,100.0,0.51
B-202406-24139,1,2,1,8,0,0,1,Banquet,1,0,1.0,539.4,300,1430,2979.77,1,1,0,1,0.0,0.65
B-202406-51017,2,3,3,24,1,0,1,Banquet,3,1,2.33,1752.54,1350,3840,6918.48,4,0,0,0,100.0,0.66
B-202406-82154,1,4,2,24,1,0,1,Classroom,3,1,2.25,1144.01,1700,4184,7761.86,4,0,0,0,50.0,0.68
L-202406-22280,1,1,2,16,0,0,1,Classroom,3,1,2.92,495.05,1078,0,2265.09,0,0,0,0,50.0,0.9
B-202406-27474,1,5,2,24,1,0,1,Classroom,2,0,1.6,820.62,1350,3648,6893.54,5,0,0,0,20.0,0.88
B-202406-50180,1,2,2,16,1,0,1,Classroom,3,1,3.0,1340.48,1300,3080,5582.17,4,0,0,0,100.0,0.43
B-202406-21433,2,4,2,24,1,0,1,Theater,2,0,1.75,1476.37,1200,3440,6391.1,4,0,0,0,50.0,0.88
B-202406-46721,2,1,1,8,1,0,1,Theater,1,0,1.0,1616.47,150,700,1399.32,1,0,0,0,100.0,0.67
B-202406-62596,1,1,1,8,1,0,1,Classroom,2,0,2.0,1136.48,350,1500,2439.73,3,0,0,0,100.0,0.5
L-202406-96661,1,4,2,16,1,0,1,Theater,3,1,2.58,1265.02,1493,6480,9565.1,3,0,0,0,100.0,0.43
L-202406-64797,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-21395,1,2,1,8,0,0,1,Banquet,2,0,1.0,523.38,350,1350,2900.92,1,0,1,1,0.0,0.75
B-202406-30252,1,1,1,8,1,0,1,Banquet,2,0,2.0,1016.47,350,1560,2474.55,3,0,0,0,100.0,0.53
L-202406-48844,1,2,3,24,1,0,1,Classroom,2,0,2.06,1024.11,862,2696,4432.29,4,1,1,1,0.0,0.38
B-202406-11776,1,2,2,8,0,0,1,Banquet,1,0,1.0,571.05,300,2145,3583.6,1,1,0,1,0.0,0.97
B-202406-23282,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-37122,1,2,2,16,0,0,1,Banquet,2,0,1.5,356.12,500,2832,5226.78,3,0,0,0,100.0,0.6
B-202406-94488,1,2,2,16,0,0,1,Classroom,3,1,2.5,560.83,1000,3388,6453.82,4,0,0,0,100.0,0.55
B-202406-93009,2,3,3,24,1,0,1,Classroom,2,0,1.33,1439.56,650,5020,7431.91,5,0,0,0,100.0,0.61
L-202406-48652,2,1,1,12,1,0,1,Classroom,2,0,1.8,1792.92,596,591,3079.83,1,0,0,0,100.0,0.65
L-202406-96266,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202406-62757,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-23508,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-98706,1,1,1,4,1,0,1,Reception,0,0,0.0,954.33,0,1080,1450.05,1,0,1,1,0.0,0.34
B-202406-60040,1,3,3,24,1,0,1,Banquet,3,1,2.33,801.2,1350,2680,5793.96,4,0,0,0,100.0,0.63
L-202406-54353,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-11244,1,1,1,4,0,0,1,Banquet,1,0,1.0,401.55,150,990,1756.56,1,1,0,1,0.0,0.45
B-202406-29473,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-31130,1,1,1,8,0,0,1,Classroom,2,0,2.0,515.39,350,2464,3751.35,4,0,0,0,100.0,0.8
B-202406-34928,1,3,3,24,1,0,1,Classroom,3,1,2.33,911.7,1350,5976,9064.87,4,0,0,0,100.0,0.39
B-202406-66928,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-77009,2,1,1,8,1,0,1,Banquet,2,0,2.0,1347.46,350,1248,2178.74,3,0,0,0,100.0,0.54
B-202406-50653,1,2,2,16,1,0,1,Classroom,1,0,1.0,2059.64,300,2880,7898.53,1,0,0,0,100.0,0.57
B-202406-58380,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-27079,1,1,1,8,1,0,1,Classroom,1,0,1.0,1133.44,150,1500,2280.72,3,0,0,0,100.0,0.67
B-202406-29346,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-22928,2,6,2,24,1,0,1,Classroom,3,1,1.83,1416.6,2000,3840,7865.27,5,0,0,0,0.0,0.73
B-202406-32608,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-98895,1,2,1,12,1,0,1,Theater,2,0,1.5,846.38,500,1820,3182.85,2,0,0,0,50.0,0.84
B-202406-96321,1,1,1,8,0,0,1,Classroom,3,1,3.0,590.09,650,1643,3346.32,2,0,0,0,100.0,0.78
B-202406-13396,1,3,3,24,0,0,1,Classroom,2,0,1.67,575.0,850,8126,12039.62,5,0,0,0,100.0,0.85
B-202406-25448,1,3,1,12,1,0,1,Classroom,2,0,1.67,1354.53,850,2808,4666.72,4,0,0,0,0.0,0.68
B-202406-52501,1,1,1,4,0,0,1,Reception,1,0,1.0,352.76,150,1350,2080.09,1,0,1,1,0.0,0.75
B-202406-61615,1,2,1,8,1,0,1,Banquet,2,0,1.5,1207.41,500,1320,2508.29,1,1,0,1,0.0,0.41
B-202406-60082,1,2,1,8,0,0,1,Banquet,2,0,1.5,526.65,500,1440,3171.75,1,0,1,1,0.0,0.8
B-202406-27428,1,1,1,8,0,1,1,Boardroom,2,0,2.0,348.69,350,450,1863.9,3,0,0,0,100.0,0.43
B-202406-38591,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202406-45321,2,2,1,12,1,0,1,Theater,2,0,2.0,1617.12,700,2718,4377.51,4,0,0,0,50.0,0.8
B-202406-51680,1,1,1,4,0,0,1,Banquet,0,0,0.0,404.1,0,1540,2181.52,1,1,0,1,0.0,0.7
B-202406-45815,1,1,1,4,0,0,1,Banquet,1,0,1.0,350.07,150,1575,2375.42,1,0,1,1,0.0,0.88
B-202406-73284,2,7,3,36,1,0,1,Classroom,3,1,2.29,1653.79,3150,4492,10535.23,3,0,0,0,28.6,0.97
B-202406-90969,1,1,1,4,1,0,1,Banquet,2,0,2.0,1121.37,350,1320,2044.19,1,1,0,1,0.0,0.42
B-202407-59074,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-81260,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-34596,1,1,1,4,1,0,1,Banquet,1,0,1.0,884.72,150,0,476.49,0,0,0,0,0.0,0.65
B-202407-11438,1,1,1,8,1,0,1,Theater,2,0,2.0,1071.8,350,1848,2831.19,4,0,0,0,100.0,0.41
L-202407-85823,1,2,1,4,0,1,1,Boardroom,2,0,2.32,325.3,1053,1554,6935.35,1,0,0,0,100.0,0.36
B-202407-12877,1,2,2,16,1,0,1,Classroom,3,1,2.5,926.85,1000,2520,4753.73,5,0,0,0,100.0,0.35
B-202407-32245,1,2,1,8,0,0,1,Classroom,2,0,1.5,542.68,500,1692,3361.35,2,0,0,0,0.0,0.97
B-202407-64432,1,1,1,8,0,0,1,Classroom,2,0,2.0,557.2,350,2175,3544.14,3,0,0,0,100.0,0.72
B-202407-88105,1,2,2,16,1,0,1,Classroom,2,0,1.5,1070.95,500,3360,5044.27,5,0,0,0,100.0,0.39
B-202407-50572,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202407-48097,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-70700,1,3,3,24,1,0,1,Classroom,3,1,2.0,810.26,1150,3640,6600.22,5,0,0,0,100.0,0.67
B-202407-83307,1,1,1,4,0,0,1,Banquet,2,0,2.0,365.81,350,2035,3035.16,1,1,0,1,0.0,0.93
B-202407-18450,2,1,1,8,1,0,1,Banquet,1,0,1.0,1317.64,150,1800,2558.29,3,0,0,0,100.0,0.6
B-202407-61296,1,1,1,8,0,0,1,Banquet,1,0,1.0,565.64,150,1645,2795.15,2,0,0,0,100.0,0.88
B-202407-33082,1,2,2,16,1,0,1,Classroom,2,0,2.0,1341.3,700,2808,4717.58,5,0,0,0,100.0,0.36
L-202407-44668,2,2,1,8,1,0,1,Classroom,0,0,0.25,1898.54,0,1578,3516.03,1,0,0,0,50.0,0.64
B-202407-27510,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-42118,1,4,4,32,1,0,1,Classroom,3,1,2.0,1214.21,1500,3960,7912.83,5,0,0,0,100.0,0.46
L-202407-12122,1,4,2,16,1,0,1,Theater,3,1,2.59,2491.16,955,5208,6724.63,3,0,0,0,0.0,0.58
B-202407-65291,2,5,2,24,1,0,1,Classroom,3,1,1.8,1526.53,1650,4192,7857.53,5,0,0,0,20.0,0.71
L-202407-77800,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-56165,1,11,4,48,1,0,1,Classroom,3,1,2.0,1063.19,4150,6984,14927.66,5,0,0,0,9.1,0.7
L-202407-45628,1,1,1,8,0,1,1,Boardroom,0,0,0.02,283.5,0,1600,2735.38,4,0,0,0,0.0,0.93
L-202407-99205,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-82286,1,2,2,16,1,0,1,Classroom,3,1,2.5,856.67,1000,3072,5304.04,4,0,0,0,100.0,0.49
B-202407-54215,1,2,1,8,0,0,1,Banquet,1,0,1.0,387.19,300,1080,2587.37,1,0,1,1,0.0,0.6
L-202407-67939,1,2,3,24,1,0,1,Theater,2,0,2.44,2023.43,1472,1208,4539.34,2,0,0,0,100.0,0.6
B-202407-61202,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-61955,1,1,1,8,1,0,1,Classroom,2,0,2.0,1196.24,350,1800,2779.33,3,0,0,0,100.0,0.47
B-202407-47359,1,2,1,8,1,0,1,Theater,2,0,1.5,1148.23,500,0,1145.02,0,0,0,0,0.0,0.38
B-202407-46500,1,3,3,24,1,0,1,Theater,2,0,1.33,1298.6,650,3880,6369.03,5,0,0,0,100.0,0.57
L-202407-73413,1,1,1,12,1,0,1,Banquet,2,0,2.14,1201.18,318,2630,4673.4,5,0,0,0,0.0,0.46
B-202407-53707,1,9,4,48,1,0,1,Classroom,2,0,1.44,1118.18,2150,6860,12791.47,5,0,0,0,33.3,0.91
B-202407-57250,2,7,3,36,1,0,1,Classroom,3,1,2.57,1710.5,3650,5358,11839.66,5,0,0,0,28.6,0.75
B-202407-45378,1,2,1,8,0,0,1,Banquet,1,0,0.5,496.18,150,855,2135.25,1,0,1,1,0.0,0.47
B-202407-61381,2,1,1,8,1,0,1,Banquet,1,0,1.0,1727.84,150,2088,2780.19,4,0,0,0,100.0,0.64
B-202407-63907,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-86183,2,2,1,12,1,0,1,Classroom,3,1,3.0,1550.84,1300,2020,4246.83,4,0,0,0,50.0,0.8
L-202407-56939,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-68994,2,2,2,16,1,0,1,Classroom,2,0,2.0,1714.26,700,1660,3541.88,3,0,0,0,100.0,0.62
B-202407-71063,2,5,2,24,1,0,1,Theater,3,1,2.0,1726.09,1850,2248,5980.47,4,0,0,0,20.0,0.85
L-202407-24733,1,4,3,24,1,0,1,Classroom,2,0,1.92,1164.71,1311,12256,14813.81,4,0,0,0,0.0,0.67
L-202407-34127,1,6,3,24,0,0,1,Theater,3,1,2.7,537.11,653,13536,16393.94,4,0,0,0,0.0,0.9
B-202407-65667,1,2,2,16,1,0,1,Classroom,3,1,2.5,950.6,1000,3648,5869.88,5,0,0,0,100.0,0.35
L-202407-59559,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-98335,1,1,1,8,1,0,1,Classroom,2,0,2.0,1212.65,350,1848,2825.28,4,0,0,0,100.0,0.48
L-202407-29482,1,1,1,4,0,0,1,Banquet,2,0,1.53,428.88,883,1020,2394.0,5,0,1,1,0.0,0.85
B-202407-23238,0,1,1,4,0,0,1,,0,0,0.0,0.0,0,0,361.5,0,0,0,0,0.0,0.0
B-202407-49526,2,3,3,24,1,0,1,Theater,3,1,2.33,1612.02,1350,4040,7175.65,4,0,0,0,100.0,0.57
B-202407-99505,1,1,1,8,1,0,1,Banquet,3,1,3.0,983.28,650,1560,2846.68,3,0,0,0,100.0,0.36
B-202407-66375,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202407-70810,1,2,1,8,0,1,1,Boardroom,2,0,1.0,291.83,350,330,1901.17,1,1,0,1,0.0,0.43
B-202407-72324,1,2,2,16,0,0,1,Theater,2,0,2.0,401.34,700,1872,4653.2,5,0,0,0,100.0,0.4
B-202407-89788,1,3,2,16,1,0,1,Banquet,1,0,0.33,1210.57,150,1180,2643.46,2,0,0,0,33.3,0.58
B-202407-93914,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202408-11428,2,2,2,16,1,0,1,Classroom,2,0,2.0,1737.74,700,3072,5024.7,4,0,0,0,100.0,0.67
B-202408-99853,2,2,1,12,1,0,1,Theater,2,0,1.5,1197.68,500,1940,3309.89,4,0,0,0,50.0,0.78
L-202408-34514,1,1,2,8,1,0,1,Classroom,0,0,0.46,815.59,0,1152,1644.35,2,0,0,0,100.0,0.5
B-202408-84352,2,4,2,24,1,0,1,Classroom,2,0,1.75,1368.6,1200,4080,7068.94,5,0,0,0,50.0,0.97
B-202408-97883,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202408-56494,2,1,1,12,1,0,1,Theater,2,0,2.46,1461.45,897,1110,4154.26,3,0,0,0,100.0,0.72
L-202408-61466,1,1,1,4,1,0,1,Classroom,1,0,1.32,1184.16,139,2900,4544.94,5,0,1,1,50.0,0.53
B-202408-95181,1,2,2,16,0,0,1,Classroom,2,0,2.0,521.42,700,4004,6731.19,4,0,0,0,100.0,0.65
L-202408-12043,1,2,1,8,0,0,1,Classroom,1,0,0.82,576.23,1379,7440,11012.91,5,1,1,1,100.0,0.88
L-202408-90636,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202408-94717,1,4,2,24,1,0,1,Theater,2,0,2.0,832.38,1400,3084,6284.66,4,0,0,0,50.0,0.78
L-202408-75461,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202408-62797,1,2,1,8,1,0,1,Banquet,2,0,2.0,1201.66,700,1080,2467.59,1,0,1,1,0.0,0.38
L-202408-38869,2,2,1,8,1,0,1,Banquet,2,0,1.77,1689.73,845,3000,4830.11,2,0,0,0,100.0,0.58
L-202408-87182,1,4,2,16,0,0,1,Classroom,2,0,2.3,366.83,912,3904,6707.4,4,0,0,0,100.0,0.97
B-202408-19103,1,3,2,16,0,0,1,Classroom,2,0,1.33,527.33,650,805,3576.85,1,0,0,0,33.3,0.57
B-202408-33419,1,1,1,4,1,0,1,Banquet,2,0,2.0,929.38,350,1320,2006.22,1,1,0,1,0.0,0.38
B-202408-43357,1,2,2,16,1,0,1,Classroom,2,0,2.0,1057.96,700,3120,5025.22,4,0,0,0,100.0,0.45
B-202408-87485,1,1,1,8,1,0,1,Classroom,3,1,3.0,946.24,650,1560,2818.43,3,0,0,0,100.0,0.52
B-202408-62781,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202408-67345,1,1,1,8,1,0,1,Classroom,2,0,2.0,839.9,350,1540,2439.54,4,0,0,0,100.0,0.44
B-202408-79159,2,3,3,24,1,0,1,Classroom,3,1,2.67,2344.94,1650,29187,38343.3,4,0,0,0,100.0,0.59
L-202408-35407,1,2,1,12,1,0,1,Classroom,3,1,2.83,1340.73,815,1496,4384.06,1,0,0,0,100.0,0.47
L-202408-60538,1,8,3,24,1,0,1,Classroom,0,0,0.3,1531.46,0,4960,6991.44,2,0,0,0,100.0,0.57
B-202408-28056,1,1,1,8,1,0,1,Banquet,1,0,1.0,1001.64,150,1800,2524.28,3,0,0,0,100.0,0.41
B-202408-55327,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202408-91293,1,2,2,16,1,0,1,Classroom,2,0,2.0,1384.61,700,2808,4666.11,5,0,0,0,100.0,0.58
L-202408-32377,2,5,3,24,1,0,1,Classroom,2,0,2.24,1367.92,1020,0,2384.18,0,0,0,0,50.0,0.68
L-202408-55723,1,4,3,24,1,0,1,Banquet,2,0,1.54,1223.35,231,12740,13572.0,5,1,0,1,100.0,0.34
B-202408-94178,1,2,2,16,1,0,1,Classroom,2,0,1.5,1319.03,500,1180,2831.45,2,0,0,0,100.0,0.36
B-202408-88159,1,7,2,32,1,0,1,Theater,2,0,1.14,1047.25,1300,2252,6048.65,2,0,0,0,14.3,0.98
L-202408-78820,2,2,1,8,1,0,1,Classroom,0,0,0.08,1354.95,0,5620,7984.02,5,0,0,0,0.0,0.52
B-202408-69582,1,2,2,16,1,0,1,Classroom,3,1,3.0,1176.49,1300,3936,6505.18,5,0,0,0,100.0,0.46
B-202408-10084,1,3,2,16,1,0,1,Classroom,2,0,1.67,1222.63,850,1880,4049.4,2,0,0,0,33.3,0.47
B-202408-62026,2,3,3,24,1,0,1,Classroom,3,1,2.0,1749.12,1150,4140,7119.02,4,0,0,0,100.0,0.67
B-202408-55977,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202408-28355,1,7,3,36,0,0,1,Banquet,3,1,2.72,452.21,220,22435,23891.53,5,0,0,0,100.0,0.75
B-202408-47938,1,2,2,16,1,0,1,Classroom,3,1,2.5,1191.93,1000,3600,5797.98,3,0,0,0,100.0,0.62
B-202408-83525,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202408-52268,1,2,2,16,1,0,1,Banquet,1,0,1.0,1212.82,300,240,1729.65,1,0,0,0,100.0,0.35
B-202408-89152,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202408-70444,1,3,2,16,1,0,1,Theater,1,0,0.88,891.12,722,2232,4837.33,3,0,0,0,50.0,0.4
L-202408-22609,2,2,1,12,1,0,1,Theater,0,0,0.22,1736.28,0,1592,3604.29,2,0,0,0,50.0,0.51
B-202408-51652,1,1,1,4,1,0,1,Reception,1,0,1.0,1069.09,150,1080,1594.22,1,0,1,1,0.0,0.44
B-202408-79152,1,1,1,4,1,0,1,Banquet,0,0,0.0,871.91,0,1320,1660.82,1,1,0,1,0.0,0.35
B-202408-85660,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202408-28894,1,3,3,24,0,0,1,Theater,2,0,1.67,394.71,850,6790,10601.01,5,0,0,0,100.0,0.88
B-202408-48577,1,4,4,32,0,0,1,Classroom,3,1,1.75,531.93,1300,9720,14980.72,5,0,0,0,100.0,0.97
B-202408-99805,1,2,1,8,0,0,1,Banquet,2,0,1.0,500.77,350,1170,2770.99,1,0,1,1,0.0,0.65
B-202408-20852,1,2,2,16,1,0,1,Banquet,3,1,3.0,867.57,1300,4176,6762.09,4,0,0,0,100.0,0.48
B-202408-92744,2,2,2,16,1,0,1,Classroom,3,1,3.0,2535.43,1300,24882,31414.82,4,0,0,0,100.0,0.6
B-202408-36306,1,2,2,8,0,0,1,Reception,0,0,0.0,471.02,0,1210,2435.15,1,1,0,1,0.0,0.55
B-202408-42154,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202408-60625,2,1,2,8,1,0,1,Theater,2,0,2.3,1805.5,89,2436,4432.17,4,0,0,0,100.0,0.63
B-202408-13666,2,3,1,12,1,0,1,Classroom,2,0,1.33,1569.78,650,2292,3956.81,4,0,0,0,0.0,0.93
B-202408-23780,1,1,1,8,0,0,1,Theater,3,1,3.0,551.5,650,2697,4332.71,4,0,0,0,100.0,0.78
B-202408-24097,1,1,1,4,0,1,1,Boardroom,1,0,1.0,297.6,150,660,1368.71,1,1,0,1,0.0,0.86
B-202408-53743,2,1,1,8,1,0,1,Classroom,2,0,2.0,1318.95,350,720,1684.84,2,0,0,0,100.0,0.55
B-202408-61211,1,3,3,24,1,0,1,Theater,3,1,2.0,899.53,1150,3200,6179.79,4,0,0,0,100.0,0.52
B-202408-66814,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202408-67557,2,2,2,16,1,0,1,Banquet,2,0,1.5,1690.63,500,3648,5333.98,5,0,0,0,100.0,0.67
B-202408-52931,1,3,3,24,1,0,1,Classroom,2,0,1.67,897.69,850,4140,6761.37,4,0,0,0,100.0,0.44
L-202408-60342,1,3,2,16,1,0,1,Banquet,0,0,0.27,946.63,0,11820,13369.39,5,0,0,0,100.0,0.5
B-202408-16880,2,2,2,16,1,0,1,Theater,1,0,1.0,1853.45,300,3360,4833.86,5,0,0,0,100.0,0.55
B-202408-45477,1,2,1,8,1,0,1,Banquet,2,0,1.0,1330.47,350,1320,2332.74,1,1,0,1,0.0,0.36
B-202408-86499,2,3,3,24,1,0,1,Classroom,3,1,2.33,1459.82,1350,3180,6406.14,5,0,0,0,100.0,0.53
B-202408-96372,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202409-14424,2,2,2,16,1,0,1,Classroom,3,1,2.5,1455.08,1000,3600,5803.05,3,0,0,0,100.0,0.67
B-202409-15209,2,5,2,24,1,0,1,Theater,2,0,1.6,1195.82,1350,3690,6942.77,5,0,0,0,20.0,0.78
B-202409-56312,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202409-60418,1,1,1,8,1,0,1,Theater,2,0,2.08,857.46,1223,411,4107.48,1,0,0,0,100.0,0.5
B-202409-55587,2,5,2,24,1,0,1,Classroom,3,1,2.0,1697.74,1850,3044,6806.49,5,0,0,0,20.0,0.78
B-202409-41640,1,2,2,16,1,0,1,Classroom,3,1,3.0,814.73,1300,3648,6117.52,5,0,0,0,100.0,0.53
B-202409-43817,1,2,2,16,0,1,1,Boardroom,3,1,2.5,362.73,1000,710,3810.87,4,0,0,0,100.0,0.36
B-202409-76275,1,2,2,8,1,0,1,Reception,2,0,1.0,821.92,350,1320,2378.46,1,1,0,1,0.0,0.51
L-202409-88400,1,1,3,12,0,1,1,Boardroom,2,0,2.29,382.34,540,2350,5308.14,5,1,0,1,0.0,0.57
B-202409-34150,1,1,1,8,0,0,1,Classroom,1,0,1.0,456.59,150,2340,3405.53,3,0,0,0,100.0,0.97
B-202409-96609,1,2,1,8,0,0,1,Banquet,1,0,0.5,492.47,150,1755,3103.54,1,0,1,1,0.0,0.97
B-202409-89556,1,1,1,8,0,0,1,Classroom,2,0,2.0,584.23,350,1692,3028.42,2,0,0,0,100.0,0.95
L-202409-71254,2,1,2,16,1,0,1,Theater,3,1,2.63,1422.69,611,3144,5629.53,4,0,0,0,100.0,0.69
B-202409-53202,1,1,1,8,1,0,1,Theater,2,0,2.0,938.67,350,1248,2254.53,3,0,0,0,100.0,0.41
B-202409-86373,1,4,2,24,1,0,1,Theater,2,0,2.0,961.49,1400,3060,6258.64,4,0,0,0,50.0,0.93
B-202409-87151,2,2,1,8,1,0,1,Theater,2,0,2.0,1316.53,700,240,1587.73,1,0,0,0,0.0,0.67
B-202409-71585,1,1,1,8,0,0,1,Classroom,3,1,3.0,524.08,650,1360,3092.64,2,0,0,0,100.0,0.85
B-202409-24728,1,3,3,24,0,0,1,Theater,2,0,1.33,586.52,650,8532,12045.29,4,0,0,0,100.0,0.95
B-202409-51756,1,5,2,24,1,0,1,Theater,3,1,2.6,928.65,2650,4224,8805.6,5,0,0,0,20.0,0.84
B-202409-93200,1,1,1,8,1,0,1,Banquet,2,0,2.0,1173.03,350,2088,3017.7,4,0,0,0,100.0,0.42
L-202409-44003,1,1,1,8,0,0,1,Classroom,2,0,2.18,464.15,472,2196,4087.12,3,0,0,0,100.0,0.42
B-202409-57443,1,2,1,12,1,0,1,Classroom,3,1,2.5,1095.55,1000,1224,3155.77,3,0,0,0,50.0,0.69
B-202409-91465,1,2,1,8,1,0,1,Classroom,2,0,1.5,2155.22,500,1440,4940.58,1,0,0,0,0.0,0.56
B-202409-29669,1,3,3,24,0,0,1,Classroom,3,1,2.33,383.66,1350,7380,11740.29,5,0,0,0,100.0,0.9
L-202409-26784,2,5,3,36,1,0,1,Classroom,1,0,0.52,2368.6,949,1840,6125.7,2,0,0,0,100.0,0.55
L-202409-91509,1,1,1,4,1,0,1,Classroom,2,0,2.45,1335.46,980,162,5749.17,1,0,0,0,100.0,0.51
B-202409-29450,1,2,1,8,0,0,1,Banquet,2,0,1.0,527.34,350,1530,3065.76,1,0,1,1,0.0,0.85
B-202409-82029,1,3,3,24,1,0,1,Classroom,2,0,1.67,1390.19,850,4392,7179.71,3,0,0,0,100.0,0.34
B-202409-33601,1,3,3,24,1,0,1,Classroom,2,0,1.33,1348.91,650,2480,4980.39,4,0,0,0,100.0,0.45
B-202409-95240,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202409-96060,1,3,3,24,1,0,1,Banquet,3,1,2.0,1199.9,1150,4820,7791.61,5,0,0,0,100.0,0.38
B-202409-63609,1,2,2,16,1,0,1,Classroom,1,0,1.0,1398.59,300,3480,4974.52,4,0,0,0,100.0,0.48
B-202409-76982,1,2,2,8,1,0,1,Banquet,0,0,0.0,1324.94,0,1080,1760.41,1,0,1,1,0.0,0.38
