GEOID,checkpoint_year,median_income,child_poverty_pct,income_definition
0405320,2013,61768.0,16.0,"median family income, families with own children under 18 (B19125_002E)"
0405460,2013,58153.0,23.3,"median family income, families with own children under 18 (B19125_002E)"
0405530,2013,30358.0,50.2,"median family income, families with own children under 18 (B19125_002E)"
0405820,2013,52917.0,32.1,"median family income, families with own children under 18 (B19125_002E)"
0405930,2013,74778.0,16.9,"median family income, families with own children under 18 (B19125_002E)"
0405980,2013,31505.0,33.5,"median family income, families with own children under 18 (B19125_002E)"
0406070,2013,43945.0,24.5,"median family income, families with own children under 18 (B19125_002E)"
0406120,2013,18125.0,43.8,"median family income, families with own children under 18 (B19125_002E)"
0406250,2013,64772.0,14.6,"median family income, families with own children under 18 (B19125_002E)"
0406440,2013,53000.0,18.1,"median family income, families with own children under 18 (B19125_002E)"
0406580,2013,49762.0,36.0,"median family income, families with own children under 18 (B19125_002E)"
0406730,2013,61083.0,16.1,"median family income, families with own children under 18 (B19125_002E)"
0406740,2013,32321.0,53.0,"median family income, families with own children under 18 (B19125_002E)"
0406810,2013,86084.0,11.0,"median family income, families with own children under 18 (B19125_002E)"
0406850,2013,67885.0,30.1,"median family income, families with own children under 18 (B19125_002E)"
0406870,2013,27576.0,49.4,"median family income, families with own children under 18 (B19125_002E)"
0406960,2013,22213.0,57.1,"median family income, families with own children under 18 (B19125_002E)"
0407130,2013,57385.0,27.4,"median family income, families with own children under 18 (B19125_002E)"
0407170,2013,72855.0,5.9,"median family income, families with own children under 18 (B19125_002E)"
0407240,2013,48102.0,27.7,"median family income, families with own children under 18 (B19125_002E)"
0407300,2013,64013.0,10.9,"median family income, families with own children under 18 (B19125_002E)"
0407430,2013,82222.0,17.5,"median family income, families with own children under 18 (B19125_002E)"
0407520,2013,48149.0,21.1,"median family income, families with own children under 18 (B19125_002E)"
0407570,2013,95384.0,12.7,"median family income, families with own children under 18 (B19125_002E)"
0407630,2013,46250.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
0407700,2013,37257.0,40.4,"median family income, families with own children under 18 (B19125_002E)"
0407750,2013,81699.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
0407820,2013,53676.0,13.3,"median family income, families with own children under 18 (B19125_002E)"
0408020,2013,80297.0,14.4,"median family income, families with own children under 18 (B19125_002E)"
0408080,2013,41833.0,16.2,"median family income, families with own children under 18 (B19125_002E)"
0408170,2013,31319.0,43.6,"median family income, families with own children under 18 (B19125_002E)"
0408230,2013,53529.0,20.5,"median family income, families with own children under 18 (B19125_002E)"
0408280,2013,114868.0,6.2,"median family income, families with own children under 18 (B19125_002E)"
0408410,2013,77783.0,11.1,"median family income, families with own children under 18 (B19125_002E)"
0408600,2013,42679.0,26.9,"median family income, families with own children under 18 (B19125_002E)"
0408680,2013,48303.0,36.8,"median family income, families with own children under 18 (B19125_002E)"
0408800,2013,40887.0,30.7,"median family income, families with own children under 18 (B19125_002E)"
0408850,2013,85167.0,5.7,"median family income, families with own children under 18 (B19125_002E)"
0409160,2013,25750.0,54.3,"median family income, families with own children under 18 (B19125_002E)"
0409190,2013,37167.0,38.3,"median family income, families with own children under 18 (B19125_002E)"
0409250,2013,44144.0,21.3,"median family income, families with own children under 18 (B19125_002E)"
0409310,2013,41174.0,40.6,"median family income, families with own children under 18 (B19125_002E)"
0409430,2013,29567.0,44.8,"median family income, families with own children under 18 (B19125_002E)"
0409460,2013,50154.0,31.1,"median family income, families with own children under 18 (B19125_002E)"
0409733,2013,55808.0,26.8,"median family income, families with own children under 18 (B19125_002E)"
0500001,2013,51341.0,19.5,"median family income, families with own children under 18 (B19125_002E)"
0500006,2013,28614.0,50.3,"median family income, families with own children under 18 (B19125_002E)"
0500009,2013,36724.0,32.8,"median family income, families with own children under 18 (B19125_002E)"
0500012,2013,42188.0,24.9,"median family income, families with own children under 18 (B19125_002E)"
0500015,2013,64530.0,12.1,"median family income, families with own children under 18 (B19125_002E)"
0500016,2013,44265.0,21.1,"median family income, families with own children under 18 (B19125_002E)"
0500017,2013,46250.0,21.3,"median family income, families with own children under 18 (B19125_002E)"
0500019,2013,37784.0,36.3,"median family income, families with own children under 18 (B19125_002E)"
0500020,2013,29212.0,36.5,"median family income, families with own children under 18 (B19125_002E)"
0500021,2013,45000.0,24.8,"median family income, families with own children under 18 (B19125_002E)"
0500023,2013,27404.0,56.3,"median family income, families with own children under 18 (B19125_002E)"
0500026,2013,31613.0,41.9,"median family income, families with own children under 18 (B19125_002E)"
0500028,2013,38114.0,39.5,"median family income, families with own children under 18 (B19125_002E)"
0500029,2013,42525.0,20.5,"median family income, families with own children under 18 (B19125_002E)"
0500030,2013,48889.0,25.0,"median family income, families with own children under 18 (B19125_002E)"
0500032,2013,61333.0,23.3,"median family income, families with own children under 18 (B19125_002E)"
0500041,2013,53281.0,13.8,"median family income, families with own children under 18 (B19125_002E)"
0500042,2013,32270.0,31.2,"median family income, families with own children under 18 (B19125_002E)"
0500043,2013,48240.0,22.9,"median family income, families with own children under 18 (B19125_002E)"
0500044,2013,34222.0,40.3,"median family income, families with own children under 18 (B19125_002E)"
0500045,2013,34327.0,43.7,"median family income, families with own children under 18 (B19125_002E)"
0500046,2013,39150.0,34.5,"median family income, families with own children under 18 (B19125_002E)"
0500047,2013,29500.0,51.2,"median family income, families with own children under 18 (B19125_002E)"
0500048,2013,30298.0,50.3,"median family income, families with own children under 18 (B19125_002E)"
0500049,2013,29530.0,37.2,"median family income, families with own children under 18 (B19125_002E)"
0500051,2013,43417.0,26.6,"median family income, families with own children under 18 (B19125_002E)"
0500065,2013,34265.0,34.0,"median family income, families with own children under 18 (B19125_002E)"
0500067,2013,45278.0,24.6,"median family income, families with own children under 18 (B19125_002E)"
0500068,2013,67669.0,29.9,"median family income, families with own children under 18 (B19125_002E)"
0500070,2013,43990.0,30.1,"median family income, families with own children under 18 (B19125_002E)"
0500071,2013,56379.0,16.3,"median family income, families with own children under 18 (B19125_002E)"
0500072,2013,28583.0,32.1,"median family income, families with own children under 18 (B19125_002E)"
0500073,2013,43375.0,31.2,"median family income, families with own children under 18 (B19125_002E)"
0500076,2013,51336.0,26.9,"median family income, families with own children under 18 (B19125_002E)"
0500079,2013,31411.0,31.2,"median family income, families with own children under 18 (B19125_002E)"
0500082,2013,39423.0,40.8,"median family income, families with own children under 18 (B19125_002E)"
0500405,2013,28661.0,48.1,"median family income, families with own children under 18 (B19125_002E)"
0502250,2013,46064.0,31.5,"median family income, families with own children under 18 (B19125_002E)"
0502280,2013,50990.0,17.0,"median family income, families with own children under 18 (B19125_002E)"
0502430,2013,45950.0,32.7,"median family income, families with own children under 18 (B19125_002E)"
0502550,2013,100893.0,5.1,"median family income, families with own children under 18 (B19125_002E)"
0502580,2013,43963.0,19.8,"median family income, families with own children under 18 (B19125_002E)"
0502610,2013,41467.0,21.7,"median family income, families with own children under 18 (B19125_002E)"
0502670,2013,31875.0,39.0,"median family income, families with own children under 18 (B19125_002E)"
0502700,2013,40263.0,29.3,"median family income, families with own children under 18 (B19125_002E)"
0502730,2013,48750.0,21.8,"median family income, families with own children under 18 (B19125_002E)"
0502790,2013,62188.0,6.1,"median family income, families with own children under 18 (B19125_002E)"
0502820,2013,50441.0,17.4,"median family income, families with own children under 18 (B19125_002E)"
